"name"	"description"	"page"
"1840"	"clanigera_homolog_subtype"	"Last common ancestor with Long-tailed chinchilla"	"homologs"
"1841"	"clanigera_homolog_orthology_type"	"Long-tailed chinchilla homology type"	"homologs"
"1842"	"clanigera_homolog_perc_id"	"%id. target Long-tailed chinchilla gene identical to query gene"	"homologs"
"1843"	"clanigera_homolog_perc_id_r1"	"%id. query gene identical to target Long-tailed chinchilla gene"	"homologs"
"1844"	"clanigera_homolog_goc_score"	"Long-tailed chinchilla Gene-order conservation score"	"homologs"
"1845"	"clanigera_homolog_wga_coverage"	"Long-tailed chinchilla Whole-genome alignment coverage"	"homologs"
"1846"	"clanigera_homolog_orthology_confidence"	"Long-tailed chinchilla orthology confidence [0 low, 1 high]"	"homologs"
"1847"	"nbrichardi_homolog_ensembl_gene"	"Lyretail cichlid gene stable ID"	"homologs"
"1848"	"nbrichardi_homolog_associated_gene_name"	"Lyretail cichlid gene name"	"homologs"
"1849"	"nbrichardi_homolog_ensembl_peptide"	"Lyretail cichlid protein or transcript stable ID"	"homologs"
"1850"	"nbrichardi_homolog_chromosome"	"Lyretail cichlid chromosome/scaffold name"	"homologs"
"1851"	"nbrichardi_homolog_chrom_start"	"Lyretail cichlid chromosome/scaffold start (bp)"	"homologs"
"1852"	"nbrichardi_homolog_chrom_end"	"Lyretail cichlid chromosome/scaffold end (bp)"	"homologs"
"1853"	"nbrichardi_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"1854"	"nbrichardi_homolog_subtype"	"Last common ancestor with Lyretail cichlid"	"homologs"
"1855"	"nbrichardi_homolog_orthology_type"	"Lyretail cichlid homology type"	"homologs"
"1856"	"nbrichardi_homolog_perc_id"	"%id. target Lyretail cichlid gene identical to query gene"	"homologs"
"1857"	"nbrichardi_homolog_perc_id_r1"	"%id. query gene identical to target Lyretail cichlid gene"	"homologs"
"1858"	"nbrichardi_homolog_goc_score"	"Lyretail cichlid Gene-order conservation score"	"homologs"
"1859"	"nbrichardi_homolog_wga_coverage"	"Lyretail cichlid Whole-genome alignment coverage"	"homologs"
"1860"	"nbrichardi_homolog_orthology_confidence"	"Lyretail cichlid orthology confidence [0 low, 1 high]"	"homologs"
"1861"	"anancymaae_homolog_ensembl_gene"	"Ma's night monkey gene stable ID"	"homologs"
"1862"	"anancymaae_homolog_associated_gene_name"	"Ma's night monkey gene name"	"homologs"
"1863"	"anancymaae_homolog_ensembl_peptide"	"Ma's night monkey protein or transcript stable ID"	"homologs"
"1864"	"anancymaae_homolog_chromosome"	"Ma's night monkey chromosome/scaffold name"	"homologs"
"1865"	"anancymaae_homolog_chrom_start"	"Ma's night monkey chromosome/scaffold start (bp)"	"homologs"
"1866"	"anancymaae_homolog_chrom_end"	"Ma's night monkey chromosome/scaffold end (bp)"	"homologs"
"1867"	"anancymaae_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"1868"	"anancymaae_homolog_subtype"	"Last common ancestor with Ma's night monkey"	"homologs"
"1869"	"anancymaae_homolog_orthology_type"	"Ma's night monkey homology type"	"homologs"
"1870"	"anancymaae_homolog_perc_id"	"%id. target Ma's night monkey gene identical to query gene"	"homologs"
"1871"	"anancymaae_homolog_perc_id_r1"	"%id. query gene identical to target Ma's night monkey gene"	"homologs"
"1872"	"anancymaae_homolog_goc_score"	"Ma's night monkey Gene-order conservation score"	"homologs"
"1873"	"anancymaae_homolog_wga_coverage"	"Ma's night monkey Whole-genome alignment coverage"	"homologs"
"1874"	"anancymaae_homolog_orthology_confidence"	"Ma's night monkey orthology confidence [0 low, 1 high]"	"homologs"
"1875"	"mmulatta_homolog_ensembl_gene"	"Macaque gene stable ID"	"homologs"
"1876"	"mmulatta_homolog_associated_gene_name"	"Macaque gene name"	"homologs"
"1877"	"mmulatta_homolog_ensembl_peptide"	"Macaque protein or transcript stable ID"	"homologs"
"1878"	"mmulatta_homolog_chromosome"	"Macaque chromosome/scaffold name"	"homologs"
"1879"	"mmulatta_homolog_chrom_start"	"Macaque chromosome/scaffold start (bp)"	"homologs"
"1880"	"mmulatta_homolog_chrom_end"	"Macaque chromosome/scaffold end (bp)"	"homologs"
"1881"	"mmulatta_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"1882"	"mmulatta_homolog_subtype"	"Last common ancestor with Macaque"	"homologs"
"1883"	"mmulatta_homolog_orthology_type"	"Macaque homology type"	"homologs"
"1884"	"mmulatta_homolog_perc_id"	"%id. target Macaque gene identical to query gene"	"homologs"
"1885"	"mmulatta_homolog_perc_id_r1"	"%id. query gene identical to target Macaque gene"	"homologs"
"1886"	"mmulatta_homolog_goc_score"	"Macaque Gene-order conservation score"	"homologs"
"1887"	"mmulatta_homolog_wga_coverage"	"Macaque Whole-genome alignment coverage"	"homologs"
"1888"	"mmulatta_homolog_orthology_confidence"	"Macaque orthology confidence [0 low, 1 high]"	"homologs"
"1889"	"pnyererei_homolog_ensembl_gene"	"Makobe Island cichlid gene stable ID"	"homologs"
"1890"	"pnyererei_homolog_associated_gene_name"	"Makobe Island cichlid gene name"	"homologs"
"1891"	"pnyererei_homolog_ensembl_peptide"	"Makobe Island cichlid protein or transcript stable ID"	"homologs"
"1892"	"pnyererei_homolog_chromosome"	"Makobe Island cichlid chromosome/scaffold name"	"homologs"
"1893"	"pnyererei_homolog_chrom_start"	"Makobe Island cichlid chromosome/scaffold start (bp)"	"homologs"
"1894"	"pnyererei_homolog_chrom_end"	"Makobe Island cichlid chromosome/scaffold end (bp)"	"homologs"
"1895"	"pnyererei_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"1896"	"pnyererei_homolog_subtype"	"Last common ancestor with Makobe Island cichlid"	"homologs"
"1897"	"pnyererei_homolog_orthology_type"	"Makobe Island cichlid homology type"	"homologs"
"1898"	"pnyererei_homolog_perc_id"	"%id. target Makobe Island cichlid gene identical to query gene"	"homologs"
"1899"	"pnyererei_homolog_perc_id_r1"	"%id. query gene identical to target Makobe Island cichlid gene"	"homologs"
"1900"	"pnyererei_homolog_goc_score"	"Makobe Island cichlid Gene-order conservation score"	"homologs"
"1901"	"pnyererei_homolog_wga_coverage"	"Makobe Island cichlid Whole-genome alignment coverage"	"homologs"
"1902"	"pnyererei_homolog_orthology_confidence"	"Makobe Island cichlid orthology confidence [0 low, 1 high]"	"homologs"
"1903"	"aplatyrhynchos_homolog_ensembl_gene"	"Mallard gene stable ID"	"homologs"
"1904"	"aplatyrhynchos_homolog_associated_gene_name"	"Mallard gene name"	"homologs"
"1905"	"aplatyrhynchos_homolog_ensembl_peptide"	"Mallard protein or transcript stable ID"	"homologs"
"1906"	"aplatyrhynchos_homolog_chromosome"	"Mallard chromosome/scaffold name"	"homologs"
"1907"	"aplatyrhynchos_homolog_chrom_start"	"Mallard chromosome/scaffold start (bp)"	"homologs"
"1908"	"aplatyrhynchos_homolog_chrom_end"	"Mallard chromosome/scaffold end (bp)"	"homologs"
"1909"	"aplatyrhynchos_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"1910"	"aplatyrhynchos_homolog_subtype"	"Last common ancestor with Mallard"	"homologs"
"1911"	"aplatyrhynchos_homolog_orthology_type"	"Mallard homology type"	"homologs"
"1912"	"aplatyrhynchos_homolog_perc_id"	"%id. target Mallard gene identical to query gene"	"homologs"
"1913"	"aplatyrhynchos_homolog_perc_id_r1"	"%id. query gene identical to target Mallard gene"	"homologs"
"1914"	"aplatyrhynchos_homolog_goc_score"	"Mallard Gene-order conservation score"	"homologs"
"1915"	"aplatyrhynchos_homolog_wga_coverage"	"Mallard Whole-genome alignment coverage"	"homologs"
"1916"	"aplatyrhynchos_homolog_orthology_confidence"	"Mallard orthology confidence [0 low, 1 high]"	"homologs"
"1917"	"cjacchus_homolog_ensembl_gene"	"Marmoset gene stable ID"	"homologs"
"1918"	"cjacchus_homolog_associated_gene_name"	"Marmoset gene name"	"homologs"
"1919"	"cjacchus_homolog_ensembl_peptide"	"Marmoset protein or transcript stable ID"	"homologs"
"1920"	"cjacchus_homolog_chromosome"	"Marmoset chromosome/scaffold name"	"homologs"
"1921"	"cjacchus_homolog_chrom_start"	"Marmoset chromosome/scaffold start (bp)"	"homologs"
"1922"	"cjacchus_homolog_chrom_end"	"Marmoset chromosome/scaffold end (bp)"	"homologs"
"1923"	"cjacchus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"1924"	"cjacchus_homolog_subtype"	"Last common ancestor with Marmoset"	"homologs"
"1925"	"cjacchus_homolog_orthology_type"	"Marmoset homology type"	"homologs"
"1926"	"cjacchus_homolog_perc_id"	"%id. target Marmoset gene identical to query gene"	"homologs"
"1927"	"cjacchus_homolog_perc_id_r1"	"%id. query gene identical to target Marmoset gene"	"homologs"
"1928"	"cjacchus_homolog_goc_score"	"Marmoset Gene-order conservation score"	"homologs"
"1929"	"cjacchus_homolog_wga_coverage"	"Marmoset Whole-genome alignment coverage"	"homologs"
"1930"	"cjacchus_homolog_orthology_confidence"	"Marmoset orthology confidence [0 low, 1 high]"	"homologs"
"1931"	"pvampyrus_homolog_ensembl_gene"	"Megabat gene stable ID"	"homologs"
"1932"	"pvampyrus_homolog_associated_gene_name"	"Megabat gene name"	"homologs"
"1933"	"pvampyrus_homolog_ensembl_peptide"	"Megabat protein or transcript stable ID"	"homologs"
"1934"	"pvampyrus_homolog_chromosome"	"Megabat chromosome/scaffold name"	"homologs"
"1935"	"pvampyrus_homolog_chrom_start"	"Megabat chromosome/scaffold start (bp)"	"homologs"
"1936"	"pvampyrus_homolog_chrom_end"	"Megabat chromosome/scaffold end (bp)"	"homologs"
"1937"	"pvampyrus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"1938"	"pvampyrus_homolog_subtype"	"Last common ancestor with Megabat"	"homologs"
"1939"	"pvampyrus_homolog_orthology_type"	"Megabat homology type"	"homologs"
"1940"	"pvampyrus_homolog_perc_id"	"%id. target Megabat gene identical to query gene"	"homologs"
"1941"	"pvampyrus_homolog_perc_id_r1"	"%id. query gene identical to target Megabat gene"	"homologs"
"1942"	"pvampyrus_homolog_goc_score"	"Megabat Gene-order conservation score"	"homologs"
"1943"	"pvampyrus_homolog_wga_coverage"	"Megabat Whole-genome alignment coverage"	"homologs"
"1944"	"pvampyrus_homolog_orthology_confidence"	"Megabat orthology confidence [0 low, 1 high]"	"homologs"
"1945"	"amexicanus_homolog_ensembl_gene"	"Mexican tetra gene stable ID"	"homologs"
"1946"	"amexicanus_homolog_associated_gene_name"	"Mexican tetra gene name"	"homologs"
"1947"	"amexicanus_homolog_ensembl_peptide"	"Mexican tetra protein or transcript stable ID"	"homologs"
"1948"	"amexicanus_homolog_chromosome"	"Mexican tetra chromosome/scaffold name"	"homologs"
"1949"	"amexicanus_homolog_chrom_start"	"Mexican tetra chromosome/scaffold start (bp)"	"homologs"
"1950"	"amexicanus_homolog_chrom_end"	"Mexican tetra chromosome/scaffold end (bp)"	"homologs"
"1951"	"amexicanus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"1952"	"amexicanus_homolog_subtype"	"Last common ancestor with Mexican tetra"	"homologs"
"1953"	"amexicanus_homolog_orthology_type"	"Mexican tetra homology type"	"homologs"
"1954"	"amexicanus_homolog_perc_id"	"%id. target Mexican tetra gene identical to query gene"	"homologs"
"1955"	"amexicanus_homolog_perc_id_r1"	"%id. query gene identical to target Mexican tetra gene"	"homologs"
"1956"	"amexicanus_homolog_goc_score"	"Mexican tetra Gene-order conservation score"	"homologs"
"1957"	"amexicanus_homolog_wga_coverage"	"Mexican tetra Whole-genome alignment coverage"	"homologs"
"1958"	"amexicanus_homolog_orthology_confidence"	"Mexican tetra orthology confidence [0 low, 1 high]"	"homologs"
"1959"	"mlucifugus_homolog_ensembl_gene"	"Microbat gene stable ID"	"homologs"
"1960"	"mlucifugus_homolog_associated_gene_name"	"Microbat gene name"	"homologs"
"1961"	"mlucifugus_homolog_ensembl_peptide"	"Microbat protein or transcript stable ID"	"homologs"
"1962"	"mlucifugus_homolog_chromosome"	"Microbat chromosome/scaffold name"	"homologs"
"1963"	"mlucifugus_homolog_chrom_start"	"Microbat chromosome/scaffold start (bp)"	"homologs"
"1964"	"mlucifugus_homolog_chrom_end"	"Microbat chromosome/scaffold end (bp)"	"homologs"
"1965"	"mlucifugus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"1966"	"mlucifugus_homolog_subtype"	"Last common ancestor with Microbat"	"homologs"
"1967"	"mlucifugus_homolog_orthology_type"	"Microbat homology type"	"homologs"
"1968"	"mlucifugus_homolog_perc_id"	"%id. target Microbat gene identical to query gene"	"homologs"
"1969"	"mlucifugus_homolog_perc_id_r1"	"%id. query gene identical to target Microbat gene"	"homologs"
"1970"	"mlucifugus_homolog_goc_score"	"Microbat Gene-order conservation score"	"homologs"
"1971"	"mlucifugus_homolog_wga_coverage"	"Microbat Whole-genome alignment coverage"	"homologs"
"1972"	"mlucifugus_homolog_orthology_confidence"	"Microbat orthology confidence [0 low, 1 high]"	"homologs"
"1973"	"acitrinellus_homolog_ensembl_gene"	"Midas cichlid gene stable ID"	"homologs"
"1974"	"acitrinellus_homolog_associated_gene_name"	"Midas cichlid gene name"	"homologs"
"1975"	"acitrinellus_homolog_ensembl_peptide"	"Midas cichlid protein or transcript stable ID"	"homologs"
"1976"	"acitrinellus_homolog_chromosome"	"Midas cichlid chromosome/scaffold name"	"homologs"
"1977"	"acitrinellus_homolog_chrom_start"	"Midas cichlid chromosome/scaffold start (bp)"	"homologs"
"1978"	"acitrinellus_homolog_chrom_end"	"Midas cichlid chromosome/scaffold end (bp)"	"homologs"
"1979"	"acitrinellus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"1980"	"acitrinellus_homolog_subtype"	"Last common ancestor with Midas cichlid"	"homologs"
"1981"	"acitrinellus_homolog_orthology_type"	"Midas cichlid homology type"	"homologs"
"1982"	"acitrinellus_homolog_perc_id"	"%id. target Midas cichlid gene identical to query gene"	"homologs"
"1983"	"acitrinellus_homolog_perc_id_r1"	"%id. query gene identical to target Midas cichlid gene"	"homologs"
"1984"	"acitrinellus_homolog_goc_score"	"Midas cichlid Gene-order conservation score"	"homologs"
"1985"	"acitrinellus_homolog_wga_coverage"	"Midas cichlid Whole-genome alignment coverage"	"homologs"
"1986"	"acitrinellus_homolog_orthology_confidence"	"Midas cichlid orthology confidence [0 low, 1 high]"	"homologs"
"1987"	"munguiculatus_homolog_ensembl_gene"	"Mongolian gerbil gene stable ID"	"homologs"
"1988"	"munguiculatus_homolog_associated_gene_name"	"Mongolian gerbil gene name"	"homologs"
"1989"	"munguiculatus_homolog_ensembl_peptide"	"Mongolian gerbil protein or transcript stable ID"	"homologs"
"1990"	"munguiculatus_homolog_chromosome"	"Mongolian gerbil chromosome/scaffold name"	"homologs"
"1991"	"munguiculatus_homolog_chrom_start"	"Mongolian gerbil chromosome/scaffold start (bp)"	"homologs"
"1992"	"munguiculatus_homolog_chrom_end"	"Mongolian gerbil chromosome/scaffold end (bp)"	"homologs"
"1993"	"munguiculatus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"1994"	"munguiculatus_homolog_subtype"	"Last common ancestor with Mongolian gerbil"	"homologs"
"1995"	"munguiculatus_homolog_orthology_type"	"Mongolian gerbil homology type"	"homologs"
"1996"	"munguiculatus_homolog_perc_id"	"%id. target Mongolian gerbil gene identical to query gene"	"homologs"
"1997"	"munguiculatus_homolog_perc_id_r1"	"%id. query gene identical to target Mongolian gerbil gene"	"homologs"
"1998"	"munguiculatus_homolog_goc_score"	"Mongolian gerbil Gene-order conservation score"	"homologs"
"1999"	"munguiculatus_homolog_wga_coverage"	"Mongolian gerbil Whole-genome alignment coverage"	"homologs"
"2000"	"munguiculatus_homolog_orthology_confidence"	"Mongolian gerbil orthology confidence [0 low, 1 high]"	"homologs"
"2001"	"mmusculus_homolog_ensembl_gene"	"Mouse gene stable ID"	"homologs"
"2002"	"mmusculus_homolog_associated_gene_name"	"Mouse gene name"	"homologs"
"2003"	"mmusculus_homolog_ensembl_peptide"	"Mouse protein or transcript stable ID"	"homologs"
"2004"	"mmusculus_homolog_chromosome"	"Mouse chromosome/scaffold name"	"homologs"
"2005"	"mmusculus_homolog_chrom_start"	"Mouse chromosome/scaffold start (bp)"	"homologs"
"2006"	"mmusculus_homolog_chrom_end"	"Mouse chromosome/scaffold end (bp)"	"homologs"
"2007"	"mmusculus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"2008"	"mmusculus_homolog_subtype"	"Last common ancestor with Mouse"	"homologs"
"2009"	"mmusculus_homolog_orthology_type"	"Mouse homology type"	"homologs"
"2010"	"mmusculus_homolog_perc_id"	"%id. target Mouse gene identical to query gene"	"homologs"
"2011"	"mmusculus_homolog_perc_id_r1"	"%id. query gene identical to target Mouse gene"	"homologs"
"2012"	"mmusculus_homolog_goc_score"	"Mouse Gene-order conservation score"	"homologs"
"2013"	"mmusculus_homolog_wga_coverage"	"Mouse Whole-genome alignment coverage"	"homologs"
"2014"	"mmusculus_homolog_orthology_confidence"	"Mouse orthology confidence [0 low, 1 high]"	"homologs"
"2015"	"mmurinus_homolog_ensembl_gene"	"Mouse Lemur gene stable ID"	"homologs"
"2016"	"mmurinus_homolog_associated_gene_name"	"Mouse Lemur gene name"	"homologs"
"2017"	"mmurinus_homolog_ensembl_peptide"	"Mouse Lemur protein or transcript stable ID"	"homologs"
"2018"	"mmurinus_homolog_chromosome"	"Mouse Lemur chromosome/scaffold name"	"homologs"
"2019"	"mmurinus_homolog_chrom_start"	"Mouse Lemur chromosome/scaffold start (bp)"	"homologs"
"2020"	"mmurinus_homolog_chrom_end"	"Mouse Lemur chromosome/scaffold end (bp)"	"homologs"
"2021"	"mmurinus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"2022"	"mmurinus_homolog_subtype"	"Last common ancestor with Mouse Lemur"	"homologs"
"2023"	"mmurinus_homolog_orthology_type"	"Mouse Lemur homology type"	"homologs"
"2024"	"mmurinus_homolog_perc_id"	"%id. target Mouse Lemur gene identical to query gene"	"homologs"
"2025"	"mmurinus_homolog_perc_id_r1"	"%id. query gene identical to target Mouse Lemur gene"	"homologs"
"2026"	"mmurinus_homolog_goc_score"	"Mouse Lemur Gene-order conservation score"	"homologs"
"2027"	"mmurinus_homolog_wga_coverage"	"Mouse Lemur Whole-genome alignment coverage"	"homologs"
"2028"	"mmurinus_homolog_orthology_confidence"	"Mouse Lemur orthology confidence [0 low, 1 high]"	"homologs"
"2029"	"fheteroclitus_homolog_ensembl_gene"	"Mummichog gene stable ID"	"homologs"
"2030"	"fheteroclitus_homolog_associated_gene_name"	"Mummichog gene name"	"homologs"
"2031"	"fheteroclitus_homolog_ensembl_peptide"	"Mummichog protein or transcript stable ID"	"homologs"
